HomeTeam_Arsenal,HomeTeam_Chelsea,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Tottenham,AwayTeam_Arsenal,AwayTeam_Chelsea,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Tottenham,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TY,Ref_Card_Style,FTTG,POSOAT,POSOHT,POSOT,Arsenal_Points,Chelsea_Points,Liverpool_Points,Man City_Points,Man United_Points,Tottenham_Points
1,0,0,0,0,0,0,0,1,0,0,0,2016-08-14 01:00:00,Arsenal,Liverpool,3,4,-1.0,1.0,1.0,0.0,M Oliver,9.0,16.0,5.0,7.0,5.0,4.0,13.0,17.0,3.0,3.0,0.0,0.0,6.0,1,7,0.28,0.2,0.48,0,0,3,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,2016-08-27 01:00:00,Tottenham,Liverpool,1,1,0.0,0.0,1.0,-1.0,R Madley,11.0,13.0,4.0,3.0,5.0,5.0,11.0,17.0,3.0,5.0,0.0,0.0,8.0,1,2,0.125,0.16666666666666666,0.2916666666666667,0,0,4,0,0,1
0,0,0,0,1,0,0,0,0,1,0,0,2016-09-10 01:00:00,Man United,Man City,1,2,-1.0,1.0,2.0,-1.0,M Clattenburg,14.0,18.0,3.0,6.0,4.0,4.0,15.0,10.0,4.0,2.0,0.0,0.0,6.0,1,3,0.1875,0.09375,0.28125,0,0,4,3,0,1
0,1,0,0,0,0,0,0,1,0,0,0,2016-09-16 01:00:00,Chelsea,Liverpool,1,2,-1.0,0.0,2.0,-1.0,M Atkinson,12.0,13.0,4.0,5.0,6.0,4.0,6.0,13.0,1.0,1.0,0.0,0.0,2.0,0,3,0.2,0.16,0.36,0,0,7,3,0,1
1,0,0,0,0,0,0,1,0,0,0,0,2016-09-24 01:00:00,Arsenal,Chelsea,3,0,1.0,3.0,0.0,1.0,M Oliver,14.0,9.0,5.0,2.0,9.0,1.0,9.0,11.0,0.0,2.0,0.0,0.0,2.0,0,3,0.08695652173913043,0.21739130434782608,0.30434782608695654,3,0,7,3,0,1
0,0,0,0,0,1,0,0,0,1,0,0,2016-10-02 01:00:00,Tottenham,Man City,2,0,1.0,2.0,0.0,1.0,A Marriner,13.0,12.0,7.0,6.0,4.0,3.0,20.0,10.0,2.0,2.0,0.0,0.0,4.0,1,2,0.24,0.28,0.52,3,0,7,3,0,4
0,0,1,0,0,0,0,0,0,0,1,0,2016-10-17 01:00:00,Liverpool,Man United,0,0,0.0,0.0,0.0,0.0,A Taylor,9.0,7.0,3.0,1.0,3.0,1.0,14.0,20.0,0.0,4.0,0.0,0.0,4.0,1,0,0.0625,0.1875,0.25,3,0,8,3,1,4
0,1,0,0,0,0,0,0,0,0,1,0,2016-10-23 01:00:00,Chelsea,Man United,4,0,1.0,2.0,0.0,1.0,M Atkinson,14.0,16.0,6.0,5.0,5.0,7.0,7.0,17.0,3.0,2.0,0.0,0.0,5.0,1,4,0.16666666666666666,0.2,0.36666666666666664,3,3,8,3,1,4
1,0,0,0,0,0,0,0,0,0,0,1,2016-11-06 00:00:00,Arsenal,Tottenham,1,1,0.0,1.0,0.0,1.0,M Clattenburg,15.0,10.0,2.0,3.0,7.0,2.0,11.0,17.0,1.0,2.0,0.0,0.0,3.0,0,2,0.12,0.08,0.2,4,3,8,3,1,5
0,0,0,0,1,0,1,0,0,0,0,0,2016-11-19 00:00:00,Man United,Arsenal,1,1,0.0,0.0,0.0,0.0,A Marriner,12.0,5.0,5.0,1.0,10.0,4.0,14.0,11.0,3.0,3.0,0.0,0.0,6.0,1,2,0.058823529411764705,0.29411764705882354,0.35294117647058826,5,3,8,3,2,5
0,1,0,0,0,0,0,0,0,0,0,1,2016-11-26 00:00:00,Chelsea,Tottenham,2,1,1.0,1.0,1.0,0.0,M Oliver,9.0,12.0,5.0,6.0,3.0,8.0,13.0,16.0,2.0,1.0,0.0,0.0,3.0,0,3,0.2857142857142857,0.23809523809523808,0.5238095238095238,5,6,8,3,2,5
0,0,0,1,0,0,0,1,0,0,0,0,2016-12-03 00:00:00,Man City,Chelsea,1,3,-1.0,1.0,0.0,1.0,A Taylor,14.0,10.0,5.0,4.0,9.0,2.0,14.0,9.0,2.0,3.0,2.0,0.0,5.0,1,4,0.16666666666666666,0.20833333333333334,0.375,5,9,8,3,2,5
0,0,0,0,1,0,0,0,0,0,0,1,2016-12-11 00:00:00,Man United,Tottenham,1,0,1.0,1.0,0.0,1.0,R Madley,15.0,12.0,5.0,4.0,3.0,8.0,19.0,17.0,3.0,3.0,0.0,0.0,6.0,1,1,0.14814814814814814,0.18518518518518517,0.3333333333333333,5,9,8,3,5,5
0,0,0,1,0,0,1,0,0,0,0,0,2016-12-18 00:00:00,Man City,Arsenal,2,1,1.0,0.0,1.0,-1.0,M Atkinson,14.0,6.0,5.0,1.0,8.0,1.0,9.0,13.0,4.0,2.0,0.0,0.0,6.0,1,3,0.05,0.25,0.3,5,9,8,6,5,5
