HomeTeam_Arsenal,HomeTeam_Chelsea,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Tottenham,AwayTeam_Arsenal,AwayTeam_Chelsea,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Tottenham,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TY,Ref_Card_Style,FTTG,POSOAT,POSOHT,POSOT,Arsenal_Points,Chelsea_Points,Liverpool_Points,Man City_Points,Man United_Points,Tottenham_Points
0,0,0,0,0,1,0,0,1,0,0,0,2009-08-16 01:00:00,Tottenham,Liverpool,2,1,1.0,1.0,0.0,1.0,P Dowd,17.0,6.0,11.0,3.0,6.0,5.0,14.0,16.0,3.0,3.0,0.0,0.0,6.0,1,3,0.13043478260869565,0.4782608695652174,0.6086956521739131,0,0,0,0,0,3
0,0,0,0,1,0,1,0,0,0,0,0,2009-08-29 01:00:00,Man United,Arsenal,2,1,1.0,0.0,1.0,-1.0,M Dean,10.0,9.0,4.0,3.0,6.0,5.0,21.0,15.0,3.0,6.0,0.0,0.0,9.0,1,3,0.15789473684210525,0.21052631578947367,0.3684210526315789,0,0,0,0,3,3
0,0,0,1,0,0,1,0,0,0,0,0,2009-09-12 01:00:00,Man City,Arsenal,4,2,1.0,1.0,0.0,1.0,M Clattenburg,10.0,19.0,6.0,9.0,3.0,12.0,13.0,12.0,3.0,2.0,0.0,0.0,5.0,1,6,0.3103448275862069,0.20689655172413793,0.5172413793103449,0,0,0,3,3,3
0,0,0,0,0,1,0,0,0,0,1,0,2009-09-12 01:00:00,Tottenham,Man United,1,3,-1.0,1.0,2.0,-1.0,A Marriner,11.0,17.0,7.0,13.0,3.0,9.0,16.0,13.0,3.0,2.0,0.0,1.0,5.0,1,4,0.4642857142857143,0.25,0.7142857142857143,0,0,0,3,6,3
0,1,0,0,0,0,0,0,0,0,0,1,2009-09-20 01:00:00,Chelsea,Tottenham,3,0,1.0,1.0,0.0,1.0,H Webb,25.0,9.0,15.0,4.0,11.0,3.0,7.0,9.0,0.0,2.0,0.0,0.0,2.0,0,3,0.11764705882352941,0.4411764705882353,0.5588235294117647,0,3,0,3,6,3
0,0,0,0,1,0,0,0,0,1,0,0,2009-09-20 01:00:00,Man United,Man City,4,3,1.0,1.0,1.0,0.0,M Atkinson,21.0,10.0,11.0,6.0,11.0,1.0,15.0,14.0,2.0,2.0,0.0,0.0,4.0,1,7,0.1935483870967742,0.3548387096774194,0.5483870967741935,0,3,0,3,9,3
0,1,0,0,0,0,0,0,1,0,0,0,2009-10-04 01:00:00,Chelsea,Liverpool,2,0,1.0,0.0,0.0,0.0,M Atkinson,12.0,12.0,8.0,3.0,5.0,8.0,14.0,17.0,1.0,1.0,0.0,0.0,2.0,0,2,0.125,0.3333333333333333,0.4583333333333333,0,6,0,3,9,3
0,0,1,0,0,0,0,0,0,0,1,0,2009-10-25 01:00:00,Liverpool,Man United,2,0,1.0,0.0,0.0,0.0,A Marriner,11.0,7.0,6.0,5.0,5.0,1.0,20.0,11.0,2.0,3.0,1.0,1.0,5.0,1,2,0.2777777777777778,0.3333333333333333,0.6111111111111112,0,6,3,3,9,3
1,0,0,0,0,0,0,0,0,0,0,1,2009-10-31 00:00:00,Arsenal,Tottenham,3,0,1.0,2.0,0.0,1.0,M Clattenburg,18.0,7.0,12.0,5.0,6.0,2.0,10.0,10.0,1.0,1.0,0.0,0.0,2.0,0,3,0.2,0.48,0.68,3,6,3,3,9,3
0,1,0,0,0,0,0,0,0,0,1,0,2009-11-08 00:00:00,Chelsea,Man United,1,0,1.0,0.0,0.0,0.0,Mn Atkinson,12.0,21.0,9.0,10.0,0.0,7.0,13.0,15.0,3.0,3.0,0.0,0.0,6.0,1,1,0.30303030303030304,0.2727272727272727,0.5757575757575758,3,9,3,3,9,3
