HomeTeam_Arsenal,HomeTeam_Chelsea,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Tottenham,AwayTeam_Arsenal,AwayTeam_Chelsea,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Tottenham,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TY,Ref_Card_Style,FTTG,POSOAT,POSOHT,POSOT,Arsenal_Points,Chelsea_Points,Liverpool_Points,Man City_Points,Man United_Points,Tottenham_Points
1,0,0,0,0,0,0,0,1,0,0,0,2011-08-20 01:00:00,Arsenal,Liverpool,0,2,-1.0,0.0,0.0,0.0,M Atkinson,10.0,13.0,6.0,8.0,9.0,5.0,11.0,6.0,2.0,2.0,1.0,0.0,4.0,1,2,0.34782608695652173,0.2608695652173913,0.6086956521739131,0,0,3,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,2011-08-22 01:00:00,Man United,Tottenham,3,0,1.0,0.0,0.0,0.0,L Probert,27.0,20.0,21.0,12.0,11.0,3.0,12.0,9.0,1.0,2.0,0.0,0.0,3.0,0,3,0.2553191489361702,0.44680851063829785,0.7021276595744681,0,0,3,0,3,0
0,0,0,0,1,0,1,0,0,0,0,0,2011-08-28 01:00:00,Man United,Arsenal,8,2,1.0,3.0,1.0,1.0,H Webb,25.0,19.0,15.0,13.0,3.0,5.0,9.0,7.0,2.0,3.0,0.0,1.0,5.0,1,10,0.29545454545454547,0.3409090909090909,0.6363636363636364,0,0,3,0,6,0
0,0,0,0,0,1,0,0,0,1,0,0,2011-08-28 01:00:00,Tottenham,Man City,1,5,-1.0,0.0,2.0,-1.0,P Dowd,15.0,22.0,10.0,12.0,10.0,5.0,11.0,9.0,2.0,4.0,0.0,0.0,6.0,1,6,0.32432432432432434,0.2702702702702703,0.5945945945945946,0,0,3,3,6,0
0,0,0,0,1,0,0,1,0,0,0,0,2011-09-18 01:00:00,Man United,Chelsea,3,1,1.0,3.0,0.0,1.0,P Dowd,12.0,20.0,7.0,9.0,4.0,10.0,11.0,12.0,2.0,3.0,0.0,0.0,5.0,1,4,0.28125,0.21875,0.5,0,0,3,3,9,0
0,0,0,0,0,1,0,0,1,0,0,0,2011-09-18 01:00:00,Tottenham,Liverpool,4,0,1.0,1.0,0.0,1.0,M Jones,24.0,5.0,16.0,2.0,4.0,1.0,10.0,9.0,1.0,4.0,0.0,2.0,5.0,1,4,0.06896551724137931,0.5517241379310345,0.6206896551724138,0,0,3,3,9,3
0,0,0,0,0,1,1,0,0,0,0,0,2011-10-02 01:00:00,Tottenham,Arsenal,2,1,1.0,1.0,0.0,1.0,M Dean,16.0,13.0,8.0,7.0,9.0,7.0,11.0,8.0,2.0,1.0,0.0,0.0,3.0,0,3,0.2413793103448276,0.27586206896551724,0.5172413793103449,0,0,3,3,9,6
0,0,1,0,0,0,0,0,0,0,1,0,2011-10-15 01:00:00,Liverpool,Man United,1,1,0.0,0.0,0.0,0.0,A Marriner,14.0,10.0,8.0,3.0,8.0,3.0,8.0,11.0,1.0,3.0,0.0,0.0,4.0,1,2,0.125,0.3333333333333333,0.4583333333333333,0,0,4,3,10,6
0,0,0,0,1,0,0,0,0,1,0,0,2011-10-23 01:00:00,Man United,Man City,1,6,-1.0,0.0,1.0,-1.0,M Clattenburg,12.0,19.0,8.0,12.0,7.0,4.0,15.0,11.0,4.0,4.0,1.0,0.0,8.0,1,7,0.3870967741935484,0.25806451612903225,0.6451612903225806,0,0,4,6,10,6
0,1,0,0,0,0,1,0,0,0,0,0,2011-10-29 01:00:00,Chelsea,Arsenal,3,5,-1.0,2.0,1.0,1.0,A Marriner,12.0,13.0,10.0,8.0,3.0,2.0,7.0,18.0,2.0,3.0,0.0,0.0,5.0,1,8,0.32,0.4,0.72,3,0,4,6,10,6
0,1,0,0,0,0,0,0,1,0,0,0,2011-11-20 00:00:00,Chelsea,Liverpool,1,2,-1.0,0.0,1.0,-1.0,L Probert,18.0,9.0,5.0,3.0,6.0,5.0,13.0,11.0,3.0,2.0,0.0,0.0,5.0,1,3,0.1111111111111111,0.18518518518518517,0.2962962962962963,3,0,7,6,10,6
0,0,1,0,0,0,0,0,0,1,0,0,2011-11-27 00:00:00,Liverpool,Man City,1,1,0.0,1.0,1.0,0.0,M Atkinson,17.0,7.0,9.0,3.0,8.0,5.0,11.0,13.0,1.0,4.0,0.0,1.0,5.0,1,2,0.125,0.375,0.5,3,0,8,7,10,6
0,1,0,0,0,0,0,0,0,1,0,0,2011-12-12 00:00:00,Chelsea,Man City,2,1,1.0,1.0,1.0,0.0,M Clattenburg,13.0,7.0,7.0,4.0,5.0,1.0,11.0,18.0,4.0,2.0,0.0,1.0,6.0,1,3,0.2,0.35,0.55,3,3,8,7,10,6
0,0,0,1,0,0,1,0,0,0,0,0,2011-12-18 00:00:00,Man City,Arsenal,1,0,1.0,0.0,0.0,0.0,P Dowd,15.0,12.0,9.0,8.0,4.0,6.0,13.0,10.0,2.0,3.0,0.0,0.0,5.0,1,1,0.2962962962962963,0.3333333333333333,0.6296296296296297,3,3,8,10,10,6
0,0,0,0,0,1,0,1,0,0,0,0,2011-12-22 00:00:00,Tottenham,Chelsea,1,1,0.0,1.0,1.0,0.0,H Webb,16.0,20.0,10.0,10.0,7.0,4.0,14.0,8.0,2.0,2.0,0.0,0.0,4.0,1,2,0.2777777777777778,0.2777777777777778,0.5555555555555556,3,4,8,10,10,7
0,0,0,1,0,0,0,0,1,0,0,0,2012-01-03 00:00:00,Man City,Liverpool,3,0,1.0,2.0,0.0,1.0,M Jones,10.0,18.0,8.0,10.0,5.0,6.0,13.0,7.0,1.0,2.0,1.0,0.0,3.0,0,3,0.35714285714285715,0.2857142857142857,0.6428571428571429,3,4,8,13,10,7
1,0,0,0,0,0,0,0,0,0,1,0,2012-01-22 00:00:00,Arsenal,Man United,1,2,-1.0,0.0,1.0,-1.0,M Dean,12.0,9.0,6.0,5.0,0.0,5.0,15.0,6.0,5.0,2.0,0.0,0.0,7.0,1,3,0.23809523809523808,0.2857142857142857,0.5238095238095238,3,4,8,13,13,7
0,0,0,1,0,0,0,0,0,0,0,1,2012-01-22 00:00:00,Man City,Tottenham,3,2,1.0,0.0,0.0,0.0,H Webb,13.0,12.0,7.0,7.0,9.0,4.0,7.0,10.0,2.0,1.0,0.0,0.0,3.0,0,5,0.28,0.28,0.56,3,4,8,16,13,7
0,1,0,0,0,0,0,0,0,0,1,0,2012-02-05 00:00:00,Chelsea,Man United,3,3,0.0,1.0,0.0,1.0,H Webb,19.0,14.0,10.0,10.0,6.0,6.0,14.0,13.0,2.0,1.0,0.0,0.0,3.0,0,6,0.30303030303030304,0.30303030303030304,0.6060606060606061,3,5,8,16,14,7
0,0,1,0,0,0,0,0,0,0,0,1,2012-02-06 00:00:00,Liverpool,Tottenham,0,0,0.0,0.0,0.0,0.0,M Oliver,15.0,9.0,10.0,6.0,7.0,4.0,6.0,11.0,2.0,2.0,0.0,0.0,4.0,1,0,0.25,0.4166666666666667,0.6666666666666666,3,5,9,16,14,8
0,0,0,0,1,0,0,0,1,0,0,0,2012-02-11 00:00:00,Man United,Liverpool,2,1,1.0,0.0,0.0,0.0,P Dowd,11.0,9.0,6.0,6.0,4.0,3.0,10.0,11.0,1.0,1.0,0.0,0.0,2.0,0,3,0.3,0.3,0.6,3,5,9,16,17,8
1,0,0,0,0,0,0,0,0,0,0,1,2012-02-26 00:00:00,Arsenal,Tottenham,5,2,1.0,2.0,2.0,0.0,M Dean,21.0,8.0,13.0,4.0,7.0,5.0,15.0,12.0,3.0,3.0,0.0,1.0,6.0,1,7,0.13793103448275862,0.4482758620689655,0.5862068965517241,6,5,9,16,17,8
0,0,1,0,0,0,1,0,0,0,0,0,2012-03-03 00:00:00,Liverpool,Arsenal,1,2,-1.0,1.0,1.0,0.0,M Halsey,12.0,10.0,4.0,7.0,12.0,0.0,11.0,9.0,0.0,1.0,0.0,0.0,1.0,0,3,0.3181818181818182,0.18181818181818182,0.5,9,5,9,16,17,8
0,0,0,0,0,1,0,0,0,0,1,0,2012-03-04 00:00:00,Tottenham,Man United,1,3,-1.0,0.0,1.0,-1.0,M Atkinson,18.0,6.0,9.0,5.0,7.0,3.0,8.0,10.0,1.0,2.0,0.0,0.0,3.0,0,4,0.20833333333333334,0.375,0.5833333333333334,9,5,9,16,20,8
0,0,0,1,0,0,0,1,0,0,0,0,2012-03-21 00:00:00,Man City,Chelsea,2,1,1.0,0.0,0.0,0.0,M Dean,20.0,6.0,10.0,5.0,11.0,4.0,8.0,7.0,1.0,2.0,0.0,0.0,3.0,0,3,0.19230769230769232,0.38461538461538464,0.5769230769230769,9,5,9,19,20,8
0,1,0,0,0,0,0,0,0,0,0,1,2012-03-24 00:00:00,Chelsea,Tottenham,0,0,0.0,0.0,0.0,0.0,M Atkinson,10.0,19.0,5.0,7.0,6.0,5.0,9.0,11.0,1.0,2.0,0.0,0.0,3.0,0,0,0.2413793103448276,0.1724137931034483,0.41379310344827586,9,6,9,19,20,9
