HomeTeam_Arsenal,HomeTeam_Chelsea,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Tottenham,AwayTeam_Arsenal,AwayTeam_Chelsea,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Tottenham,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TY,Ref_Card_Style,FTTG,POSOAT,POSOHT,POSOT,Arsenal_Points,Chelsea_Points,Liverpool_Points,Man City_Points,Man United_Points,Tottenham_Points
0,1,0,0,0,0,0,0,1,0,0,0,2020-09-20 17:30:00,Chelsea,Liverpool,0,2,-1.0,0.0,0.0,0.0,P Tierney,5.0,18.0,3.0,6.0,1.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0,2,0.2608695652173913,0.13043478260869565,0.391304347826087,0,0,3,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,2020-09-28 21:00:00,Liverpool,Arsenal,3,1,1.0,2.0,1.0,1.0,C Pawson,21.0,4.0,8.0,3.0,7.0,3.0,11.0,7.0,2.0,2.0,0.0,0.0,4.0,1,4,0.12,0.32,0.44,0,0,6,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,2020-10-04 17:30:00,Man United,Tottenham,1,6,-1.0,1.0,4.0,-1.0,A Taylor,5.0,22.0,2.0,8.0,2.0,4.0,14.0,10.0,2.0,1.0,1.0,0.0,3.0,0,7,0.2962962962962963,0.07407407407407407,0.37037037037037035,0,0,6,0,0,3
0,0,0,1,0,0,1,0,0,0,0,0,2020-10-17 18:30:00,Man City,Arsenal,1,0,1.0,1.0,0.0,1.0,C Kavanagh,13.0,11.0,5.0,3.0,6.0,6.0,15.0,10.0,4.0,1.0,0.0,0.0,5.0,1,1,0.125,0.20833333333333334,0.3333333333333333,0,0,6,3,0,3
0,0,0,0,1,0,0,1,0,0,0,0,2020-10-24 18:30:00,Man United,Chelsea,0,0,0.0,0.0,0.0,0.0,M Atkinson,14.0,6.0,4.0,1.0,9.0,6.0,8.0,6.0,3.0,1.0,0.0,0.0,4.0,1,0,0.05,0.2,0.25,0,1,6,3,1,3
0,0,0,0,1,0,1,0,0,0,0,0,2020-11-01 16:30:00,Man United,Arsenal,0,1,-1.0,0.0,0.0,0.0,M Dean,8.0,7.0,2.0,2.0,6.0,3.0,12.0,12.0,3.0,3.0,0.0,0.0,6.0,1,1,0.13333333333333333,0.13333333333333333,0.26666666666666666,3,1,6,3,1,3
0,0,0,1,0,0,0,0,1,0,0,0,2020-11-08 16:30:00,Man City,Liverpool,1,1,0.0,1.0,1.0,0.0,C Pawson,7.0,10.0,2.0,3.0,1.0,2.0,19.0,11.0,3.0,1.0,0.0,0.0,4.0,1,2,0.17647058823529413,0.11764705882352941,0.29411764705882354,3,1,7,4,1,3
0,0,0,0,0,1,0,0,0,1,0,0,2020-11-21 17:30:00,Tottenham,Man City,2,0,1.0,1.0,0.0,1.0,M Dean,4.0,22.0,2.0,5.0,0.0,10.0,13.0,19.0,2.0,2.0,0.0,0.0,4.0,1,2,0.19230769230769232,0.07692307692307693,0.2692307692307692,3,1,7,4,1,6
0,1,0,0,0,0,0,0,0,0,0,1,2020-11-29 16:30:00,Chelsea,Tottenham,0,0,0.0,0.0,0.0,0.0,P Tierney,13.0,5.0,3.0,1.0,3.0,3.0,20.0,9.0,4.0,2.0,0.0,0.0,6.0,1,0,0.05555555555555555,0.16666666666666666,0.2222222222222222,3,2,7,4,1,7
0,0,0,0,0,1,1,0,0,0,0,0,2020-12-06 16:30:00,Tottenham,Arsenal,2,0,1.0,2.0,0.0,1.0,M Atkinson,6.0,11.0,3.0,2.0,3.0,9.0,16.0,12.0,1.0,2.0,0.0,0.0,3.0,0,2,0.11764705882352941,0.17647058823529413,0.29411764705882354,3,2,7,4,1,10
